givz_id,splc_id,title,city,state,group,ideology,headquarters,statewide,year,black_listed_flag 
,318,Nation of Islam,Shreveport,Louisiana,Nation of Islam,Black Nationalist,,,2018,Y
,319,Nation of Islam,Baton Rouge,Louisiana,Nation of Islam,Black Nationalist,,,2018,Y
,320,Nation of Islam,New Orleans,Louisiana,Nation of Islam,Black Nationalist,,,2018,Y
,321,Nation of Islam,Monroe,Louisiana,Nation of Islam,Black Nationalist,,,2018,Y
,322,Nation of Islam,Springfield,Massachusetts,Nation of Islam,Black Nationalist,,,2018,Y
,323,Nation of Islam,Dorchester,Massachusetts,Nation of Islam,Black Nationalist,,,2018,Y
,324,Nation of Islam,Detroit,Michigan,Nation of Islam,Black Nationalist,,,2018,Y
,325,Nation of Islam,Grand Rapids,Michigan,Nation of Islam,Black Nationalist,,,2018,Y
,326,Nation of Islam,St. Louis,Missouri,Nation of Islam,Black Nationalist,,,2018,Y
,327,Nation of Islam,Kansas City,Missouri,Nation of Islam,Black Nationalist,,,2018,Y
,328,Nation of Islam,Winston-Salem,North Carolina,Nation of Islam,Black Nationalist,,,2018,Y
,329,Nation of Islam,Wilmington,North Carolina,Nation of Islam,Black Nationalist,,,2018,Y
,330,Nation of Islam,Greensboro,North Carolina,Nation of Islam,Black Nationalist,,,2018,Y
,331,Nation of Islam,Durham,North Carolina,Nation of Islam,Black Nationalist,,,2018,Y
,332,Nation of Islam,Charlotte,North Carolina,Nation of Islam,Black Nationalist,,,2018,Y
,333,Nation of Islam,Buffalo,New York,Nation of Islam,Black Nationalist,,,2018,Y
,334,Nation of Islam,Willingboro,New Jersey,Nation of Islam,Black Nationalist,,,2018,Y
,335,Nation of Islam,Trenton,New Jersey,Nation of Islam,Black Nationalist,,,2018,Y
,336,Nation of Islam,Plainfield,New Jersey,Nation of Islam,Black Nationalist,,,2018,Y
,337,Nation of Islam,Newark,New Jersey,Nation of Islam,Black Nationalist,,,2018,Y
,338,Nation of Islam,Camden,New Jersey,Nation of Islam,Black Nationalist,,,2018,Y
,339,Nation of Islam,New York,New York,Nation of Islam,Black Nationalist,,,2018,Y
,340,Nation of Islam,Rochester,New York,Nation of Islam,Black Nationalist,,,2018,Y
,341,Nation of Islam,Brooklyn,New York,Nation of Islam,Black Nationalist,,,2018,Y
,342,Nation of Islam,Toledo,Ohio,Nation of Islam,Black Nationalist,,,2018,Y
,343,Nation of Islam,Cleveland,Ohio,Nation of Islam,Black Nationalist,,,2018,Y
,344,Nation of Islam,Akron,Ohio,Nation of Islam,Black Nationalist,,,2018,Y
,345,Nation of Islam,Dayton,Ohio,Nation of Islam,Black Nationalist,,,2018,Y
,346,Nation of Islam,Dayton,Ohio,Nation of Islam,Black Nationalist,,,2018,Y
,347,Nation of Islam,Tulsa,Oklahoma,Nation of Islam,Black Nationalist,,,2018,Y
,348,Nation of Islam,Oklahoma City,Oklahoma,Nation of Islam,Black Nationalist,,,2018,Y
,349,Nation of Islam,Pittsburgh,Pennsylvania,Nation of Islam,Black Nationalist,,,2018,Y
,350,Nation of Islam,Wilkinsburg,Pennsylvania,Nation of Islam,Black Nationalist,,,2018,Y
,351,Nation of Islam,Philadelphia,Pennsylvania,Nation of Islam,Black Nationalist,,,2018,Y
,352,Nation of Islam,Columbia,South Carolina,Nation of Islam,Black Nationalist,,,2018,Y
,353,Nation of Islam,Greenville,South Carolina,Nation of Islam,Black Nationalist,,,2018,Y
,354,Nation of Islam,North Charleston,South Carolina,Nation of Islam,Black Nationalist,,,2018,Y
,355,Nation of Islam,San Antonio,Texas,Nation of Islam,Black Nationalist,,,2018,Y
,356,Nation of Islam,Fort Worth,Texas,Nation of Islam,Black Nationalist,,,2018,Y
,357,Nation of Islam,Austin,Texas,Nation of Islam,Black Nationalist,,,2018,Y
,358,Nation of Islam,Memphis,Tennessee,Nation of Islam,Black Nationalist,,,2018,Y
,359,Nation of Islam,Chattanooga,Tennessee,Nation of Islam,Black Nationalist,,,2018,Y
,360,Nation of Islam,Houston,Texas,Nation of Islam,Black Nationalist,,,2018,Y
,361,Nation of Islam,Dallas,Texas,Nation of Islam,Black Nationalist,,,2018,Y
,362,Nation of Islam,Norfolk,Virginia,Nation of Islam,Black Nationalist,,,2018,Y
,363,Nation of Islam,Richmond,Virginia,Nation of Islam,Black Nationalist,,,2018,Y
,364,Nation of Islam,Milwaukee,Wisconsin,Nation of Islam,Black Nationalist,,,2018,Y
,365,Nation of Kings and Priests,Orlando,Florida,,Black Nationalist,Yes,,2018,Y
,366,New Black Liberation Militia,,Ohio,,Black Nationalist,Yes,Yes,2018,Y
,367,New Black Panther Party,Atlanta,Georgia,New Black Panther Party,Black Nationalist,,,2018,Y
,368,New Black Panther Party,Baton Rouge,Louisiana,New Black Panther Party,Black Nationalist,,,2018,Y
,369,New Black Panther Party,Shreveport,Louisiana,New Black Panther Party,Black Nationalist,,,2018,Y
,370,New Black Panther Party,New Orleans,Louisiana,New Black Panther Party,Black Nationalist,,,2018,Y
,371,New Black Panther Party,Houston,Texas,New Black Panther Party,Black Nationalist,Yes,,2018,Y
,372,New Black Panther Party for Self Defense,Washington,District of Columbia,,Black Nationalist,,,2018,Y
,373,New Black Panther Party for Self Defense,Tampa Bay,Florida,,Black Nationalist,,,2018,Y
,374,New Black Panther Party for Self Defense,Jacksonville,Florida,,Black Nationalist,,,2018,Y
,375,New Black Panther Party for Self Defense,Tallahassee,Florida,,Black Nationalist,,,2018,Y
,376,New Black Panther Party for Self Defense,Atlanta,Georgia,,Black Nationalist,Yes,,2018,Y
,377,New Black Panther Party for Self Defense,Tupelo,Mississippi,,Black Nationalist,,,2018,Y
,378,New Black Panther Party for Self Defense,St. Louis,Missouri,,Black Nationalist,,,2018,Y
,379,New Black Panther Party for Self Defense,Memphis,Tennessee,,Black Nationalist,,,2018,Y
,380,New Black Panther Party for Self Defense,Houston,Texas,,Black Nationalist,,,2018,Y
,381,New Black Panther Party for Self Defense,Seattle,Washington,,Black Nationalist,,,2018,Y
,382,Northern Kingdom Prophets,Pueblo,Colorado,,Black Nationalist,Yes,,2018,Y
,383,OneBody in Yahawashi,Dallas,Texas,,Black Nationalist,Yes,,2018,Y
,384,Revolutionary Black Panther Party,Hope,Arkansas,,Black Nationalist,Yes,,2018,Y
,385,Revolutionary Black Panther Party,Baltimore,Maryland,,Black Nationalist,,,2018,Y
,386,Revolutionary Black Panther Party,Flint,Michigan,,Black Nationalist,,,2018,Y
,387,Revolutionary Black Panther Party,Raleigh,North Carolina,,Black Nationalist,,,2018,Y
,388,Revolutionary Black Panther Party,Philadelphia,Pennsylvania,,Black Nationalist,,,2018,Y
,389,Sicarii 1715,San Bernardino,California,,Black Nationalist,,,2018,Y
,390,Sicarii 1715,San Diego,California,,Black Nationalist,,,2018,Y
,391,Sicarii 1715,Orlando,Florida,,Black Nationalist,,,2018,Y
,392,Sicarii 1715,Atlanta,Georgia,,Black Nationalist,,,2018,Y
,393,Sicarii 1715,Dallas,Texas,,Black Nationalist,Yes,,2018,Y
,394,Sicarii 1715,Seattle,Washington,,Black Nationalist,,,2018,Y
,395,The United Nuwaupians Worldwide/All Eyes on Egipt,Hartford,Connecticut,,Black Nationalist,,,2018,Y
,396,The United Nuwaupians Worldwide/All Eyes on Egipt,Washington,District of Columbia,,Black Nationalist,,,2018,Y
,397,The United Nuwaupians Worldwide/All Eyes on Egipt,Athens,Georgia,,Black Nationalist,,,2018,Y
,398,The United Nuwaupians Worldwide/All Eyes on Egipt,Lithonia,Georgia,,Black Nationalist,,,2018,Y
,399,The United Nuwaupians Worldwide/All Eyes on Egipt,Chicago,Illinois,,Black Nationalist,,,2018,Y
,400,The United Nuwaupians Worldwide/All Eyes on Egipt,Detroit,Michigan,,Black Nationalist,,,2018,Y
,401,The United Nuwaupians Worldwide/All Eyes on Egipt,Jersey City,New Jersey,,Black Nationalist,,,2018,Y
,402,The United Nuwaupians Worldwide/All Eyes on Egipt,Newark,New Jersey,,Black Nationalist,,,2018,Y
,403,The United Nuwaupians Worldwide/All Eyes on Egipt,Charlotte,North Carolina,,Black Nationalist,,,2018,Y
,404,The United Nuwaupians Worldwide/All Eyes on Egipt,Brooklyn,New York,,Black Nationalist,Yes,,2018,Y
,405,The United Nuwaupians Worldwide/All Eyes on Egipt,Cleveland,Ohio,,Black Nationalist,,,2018,Y
,406,The United Nuwaupians Worldwide/All Eyes on Egipt,Philadelphia,Pennsylvania,,Black Nationalist,,,2018,Y
,407,True Nation Israelite Congregation,Los Angeles,California,,Black Nationalist,Yes,,2018,Y
,408,Trumpet in Philly,Philadelphia,Pennsylvania,,Black Nationalist,Yes,,2018,Y
,409,United Kingdom of Israel Congregation,Chicago,Illinois,,Black Nationalist,,,2018,Y
,410,United Kingdom of Israel Congregation,Baltimore,Maryland,,Black Nationalist,,,2018,Y
,411,United Kingdom of Israel Congregation,Hampton,Virginia,,Black Nationalist,Yes,,2018,Y
,412,War On The Horizon,Washington,District of Columbia,,Black Nationalist,Yes,,2018,Y
,413,Watchmen of Israel,Baltimore,Maryland,,Black Nationalist,Yes,,2018,Y
,414,America's Promise Ministries,Sandpoint,Idaho,America's Promise Ministries,Christian Identity,Yes,,2018,Y
,415,Christian America Ministries,Greensburg,Louisiana,,Christian Identity,Yes,,2018,Y
,416,Christian Revival Center,Harrison,Arkansas,,Christian Identity,Yes,,2018,Y
,417,Christogenea,Panama City,Florida,,Christian Identity,Yes,,2018,Y
,418,Church of Israel,Schell City,Missouri,,Christian Identity,Yes,,2018,Y
,419,Covenant People's Ministry,Brooks,Georgia,,Christian Identity,Yes,,2018,Y
,420,Divine International Church of the Web,Morton,Illinois,,Christian Identity,Yes,,2018,Y
,421,Euro Folk Radio,Chicago,Illinois,,Christian Identity,Yes,,2018,Y
,422,Fellowship of God's Covenant People,Union,Kentucky,,Christian Identity,Yes,,2018,Y
,423,Kingdom Identity Ministries,Harrison,Arkansas,Kingdom Identity Ministries ,Christian Identity,Yes,,2018,Y
,424,Mission to Israel,Scottsbluff,Nebraska,,Christian Identity,Yes,,2018,Y
,425,Our Place Fellowship,Colville,Washington,,Christian Identity,Yes,,2018,Y
,426,Restored Assembly of Elohim,Bainbridge,Ohio,,Christian Identity,Yes,,2018,Y
,427,Sacred Truth Publishing & Ministries,Mountain City,Tennessee,,Christian Identity,Yes,,2018,Y
,428,Scriptures for America Worldwide Ministries,Laporte,Colorado,,Christian Identity,Yes,,2018,Y
,429,Yahushua Dual Seed Christian Identity Ministry,Livingston,Texas,,Christian Identity,Yes,,2018,Y
,430,Yahweh's Truth,Linwood,Michigan,,Christian Identity,Yes,,2018,Y
,431,American Border Patrol,Sierra Vista,Arizona,American Border Patrol/American Patrol,Anti-Immigrant,Yes,,2018,Y
,432,American Immigration Control Foundation/Americans for Immigration Control,Monterey,Virginia,,Anti-Immigrant,Yes,,2018,Y
,433,Americans for Legal Immigration (ALIPAC),Raleigh,North Carolina,,Anti-Immigrant,,,2018,Y
,434,Californians for Population Stabilization,Santa Barbara,California,,Anti-Immigrant,Yes,,2018,Y
,435,Center for Immigration Studies,Washington,District of Columbia,Center for Immigration Studies,Anti-Immigrant,Yes,,2018,Y
,436,Colorado Alliance for Immigration Reform,Lakewood,Colorado,,Anti-Immigrant,Yes,,2018,Y
,437,"Dustin Inman Society, The",Marietta,Georgia,,Anti-Immigrant,Yes,,2018,Y
,438,Federation for American Immigration Reform,Washington,District of Columbia,Federation for American Immigration Reform,Anti-Immigrant,Yes,,2018,Y
,439,Immigration Reform Law Institute,Washington,District of Columbia,,Anti-Immigrant,Yes,,2018,Y
,440,Legal Immigrants for America,Winter Springs,Florida,,Anti-Immigrant,Yes,,2018,Y
,441,Mountain Minutemen,Tecate,California,,Anti-Immigrant,,,2018,Y
,442,Oregonians for Immigration Reform,Salem,Oregon,,Anti-Immigrant,,,2018,Y
,443,ProEnglish,Arlington,Virginia,,Anti-Immigrant,Yes,,2018,Y
,444,"Remembrance Project, The",Pleasanton,Texas,,Anti-Immigrant,,,2018,Y
,445,Respect Washington,Seattle,Washington,,Anti-Immigrant,,,2018,Y
,446,San Diegans for Secure Borders,San Diego,California,,Anti-Immigrant,Yes,,2018,Y
,447,Texans for Immigration Reduction and Enforcement,Houston,Texas,,Anti-Immigrant,,,2018,Y
,448,American Defense Records,Pittsburgh,Pennsylvania,,Hate Music,,,2018,Y
,449,BeaSSt Productions,Greensboro,North Carolina,,Hate Music,,,2018,Y
,450,Elegy Records,Clifton,New Jersey,,Hate Music,,,2018,Y
,451,Hostile Class Productions,Burbank,Illinois,,Hate Music,,,2018,Y
,452,Hypgnosis Records,,Ohio,,Hate Music,,Yes,2018,Y
,453,ISD Records,Denison,Texas,,Hate Music,Yes,,2018,Y
,454,Label 56,Baltimore,Maryland,,Hate Music,Yes,,2018,Y
,455,MSR Productions,Wheat Ridge,Colorado,,Hate Music,Yes,,2018,Y
,456,NSM88 Records,Detroit,Michigan,,Hate Music,,,2018,Y
,457,Stahlhelm Records,Milwaukee,Wisconsin,,Hate Music,Yes,,2018,Y
,458,Tightrope,Calico Rock,Arkansas,,Hate Music,Yes,,2018,Y
,459,United Riot Records,New York,New York,,Hate Music,,,2018,Y
,460,Vinlandic Werwolf Distribution,,California,,Hate Music,,Yes,2018,Y
,461,Wolf Tyr Productions,Holbrook,New York,,Hate Music,,,2018,Y
,462,Wolf's Head Records,,California,,Hate Music,,Yes,2018,Y
,463,"Barnes Review/Foundation for Economic Liberty, Inc.",Upper Marlboro,Maryland,"Barnes Review/Foundation for Economic Liberty, Inc.",Holocaust Denial,Yes,,2018,Y
,464,carolynyeager.net,Kerrville,Texas,,Holocaust Denial,Yes,,2018,Y
,465,Committee for Open Debate on the Holocaust,Mill Valley,California,,Holocaust Denial,Yes,,2018,Y
,466,Committee for Open Debate on the Holocaust,York,Pennsylvania,,Holocaust Denial,,,2018,Y
,467,Deir Yassin Remembered,Geneva,New York,,Holocaust Denial,Yes,,2018,Y
,468,Independent History & Research,Coeur d'Alene,Idaho,,Holocaust Denial,Yes,,2018,Y
,469,Institute for Historical Review,Newport Beach,California,Institute for Historical Review,Holocaust Denial,Yes,,2018,Y
,470,The Realist Report,Poway,California,,Holocaust Denial,Yes,,2018,Y
,471,Asatru Folk Assembly,,Alaska,,General Hate,,Yes,2018,Y
,472,Asatru Folk Assembly,Brownsville,California,,General Hate,Yes,,2018,Y
,473,Asatru Folk Assembly,,California,,General Hate,,Yes,2018,Y
,474,Asatru Folk Assembly,,Colorado,,General Hate,,Yes,2018,Y
,475,Asatru Folk Assembly,,Georgia,,General Hate,,Yes,2018,Y
,476,Asatru Folk Assembly,,Massachusetts,,General Hate,,Yes,2018,Y
,477,Asatru Folk Assembly,Bloomington,Minnesota,,General Hate,,,2018,Y
,478,Asatru Folk Assembly,,Missouri,,General Hate,,Yes,2018,Y
,479,Asatru Folk Assembly,,North Carolina,,General Hate,,Yes,2018,Y
,480,Asatru Folk Assembly,,North Dakota,,General Hate,,Yes,2018,Y
,481,Asatru Folk Assembly,,Ohio,,General Hate,,Yes,2018,Y
,482,Asatru Folk Assembly,,Oregon,,General Hate,,Yes,2018,Y
,483,Asatru Folk Assembly,,Pennsylvania,,General Hate,,Yes,2018,Y
,484,Asatru Folk Assembly,,South Carolina,,General Hate,,Yes,2018,Y
,485,Asatru Folk Assembly,,Texas,,General Hate,,Yes,2018,Y
,486,Asatru Folk Assembly,,Virginia,,General Hate,,Yes,2018,Y
,487,Asatru Folk Assembly,,West Virginia,,General Hate,,Yes,2018,Y
,488,Folkgard of Holda & Odin,Apache Junction,Arizona,,General Hate,,,2018,Y
,489,Gallows Tree Wotansvolk Alliance,,Florida,,General Hate,,Yes,2018,Y
,490,Gallows Tree Wotansvolk Alliance,,Iowa,,General Hate,,Yes,2018,Y
,491,Gallows Tree Wotansvolk Alliance,Grand Rapids,Michigan,,General Hate,Yes,,2018,Y
,492,Gallows Tree Wotansvolk Alliance,,Texas,,General Hate,,Yes,2018,Y
,493,Pacific Northwest Wolfpack Kindred,,Washington,,General Hate,,Yes,2018,Y
,494,Wolf Age,Grass Valley,California,,General Hate,Yes,,2018,Y
,495,Wolves of Vinland,,Oregon,,General Hate,,Yes,2018,Y
,496,Wolves of Vinland,,South Carolina,,General Hate,,Yes,2018,Y
,497,Wolves of Vinland,,Tennessee,,General Hate,,Yes,2018,Y
,498,Wolves of Vinland,Lynchburg,Virginia,,General Hate,Yes,,2018,Y
,499,Wolves of Vinland,,Washington,,General Hate,,Yes,2018,Y
,500,Wotan's Nation,Decatur,Tennessee,,General Hate,,,2018,Y
,501,211 Bootboys,Washington,District of Columbia,,General Hate,,,2018,Y
,502,211 Bootboys,New York,New York,,General Hate,Yes,,2018,Y
,503,a2z Publications,Las Vegas,Nevada,,General Hate,Yes,,2018,Y
,504,American Free Press,Upper Marlboro,Maryland,,General Hate,Yes,,2018,Y
,505,American Guard,,Arizona,,General Hate,,Yes,2018,Y
,506,American Guard,,California,,General Hate,,Yes,2018,Y
,507,American Guard,,Colorado,,General Hate,,Yes,2018,Y
,508,American Guard,,Connecticut,,General Hate,,Yes,2018,Y
,509,American Guard,,Florida,,General Hate,,Yes,2018,Y
,510,American Guard,,Idaho,,General Hate,,Yes,2018,Y
,511,American Guard,,Illinois,,General Hate,,Yes,2018,Y
,512,American Guard,,Indiana,,General Hate,Yes,Yes,2018,Y
,513,American Guard,,Michigan,,General Hate,,Yes,2018,Y
,514,American Guard,,Missouri,,General Hate,,Yes,2018,Y
,515,American Guard,,New Hampshire,,General Hate,,Yes,2018,Y
,516,American Guard,,North Carolina,,General Hate,,Yes,2018,Y
,517,American Guard,,Ohio,,General Hate,,Yes,2018,Y
,518,American Guard,,Pennsylvania,,General Hate,,Yes,2018,Y
,519,American Guard,,Rhode Island,,General Hate,,Yes,2018,Y
,520,American Guard,,Tennessee,,General Hate,,Yes,2018,Y
,521,American Guard,,Utah,,General Hate,,Yes,2018,Y
,522,Bill Keller Ministries,St. Petersburg,Florida,,General Hate,Yes,,2018,Y
,523,"Brother Nathanael Foundation, The",Priest River,Idaho,,General Hate,Yes,,2018,Y
,524,Chick Publications,Ontario,California,,General Hate,,,2018,Y
,525,Concerned Citizens and Friends of Illegal Immigration Law Enforcement,Framingham,Massachusetts,,General Hate,,,2018,Y
,526,Cultural Studies Press,New York,New York,,General Hate,Yes,,2018,Y
,527,Dixie Giftshop,,Tennessee,,General Hate,,Yes,2018,Y
,528,European-American Evangelistic Crusades,Sheridan,California,,General Hate,Yes,,2018,Y
,529,Fundamentalist Latter Day Saints,Colorado City,Arizona,Fundamentalist Church of Jesus Christ of Latter-Day Saints,General Hate,,,2018,Y
,530,Fundamentalist Latter Day Saints,,South Dakota,Fundamentalist Church of Jesus Christ of Latter-Day Saints,General Hate,,Yes,2018,Y
,531,Fundamentalist Latter Day Saints,Hildale,Utah,Fundamentalist Church of Jesus Christ of Latter-Day Saints,General Hate,Yes,,2018,Y
,532,Hatreon,Austin,Texas,,General Hate,Yes,,2018,Y
,533,Hell Shaking Street Preachers,Tillamook,Oregon,,General Hate,,,2018,Y
,534,Insight USA,Longwood,Florida,,General Hate,Yes,,2018,Y
,535,Jamaat al-Muslimeen,Baltimore,Maryland,,General Hate,Yes,,2018,Y
,536,Jewish Defense League,Brooklyn,New York,,General Hate,,,2018,Y
,537,Jewish Task Force,Fresh Meadows,New York,,General Hate,Yes,,2018,Y
,538,Kingston Group,Salt Lake City,Utah,,General Hate,Yes,,2018,Y
,539,Last Frontier Evangelism- Repent Alaska,Anchorage,Alaska,,General Hate,Yes,,2018,Y
,540,Lordship Church,Coeur d'Alene,Idaho,,General Hate,Yes,,2018,Y
,541,Masjid al Islam - As Sabiqun,Washington,District of Columbia,,General Hate,,,2018,Y
,542,Nationalist Liberty Union,Augusta,Georgia,,General Hate,,,2018,Y
,543,Official Street Preachers,Los Angeles,California,,General Hate,Yes,,2018,Y
,544,Ozark Craft LC,Harrison,Arkansas,,General Hate,,,2018,Y
,545,Patriot Movement AZ,Litchfield Park,Arizona,,General Hate,,,2018,Y
,546,Power of Prophecy,Austin,Texas,,General Hate,Yes,,2018,Y
,547,Proud Boys,Birmingham,Alabama,Proud Boys,General Hate,,,2018,Y
,548,Proud Boys,,Alaska,Proud Boys,General Hate,,Yes,2018,Y
,549,Proud Boys,,Arizona,Proud Boys,General Hate,,Yes,2018,Y
,550,Proud Boys,Little Rock,Arkansas,Proud Boys,General Hate,,,2018,Y
,551,Proud Boys,Fresno,California,Proud Boys,General Hate,,,2018,Y
,552,Proud Boys,Los Angeles,California,Proud Boys,General Hate,,,2018,Y
,553,Proud Boys,Sacramento,California,Proud Boys,General Hate,,,2018,Y
,554,Proud Boys,,Colorado,Proud Boys,General Hate,,Yes,2018,Y
,555,Proud Boys,Jacksonville,Florida,Proud Boys,General Hate,,,2018,Y
,556,Proud Boys,Tampa,Florida,Proud Boys,General Hate,,,2018,Y
,557,Proud Boys,DeLand,Florida,Proud Boys,General Hate,,,2018,Y
,558,Proud Boys,Miami,Florida,Proud Boys,General Hate,,,2018,Y
,559,Proud Boys,Gainesville,Georgia,Proud Boys,General Hate,,,2018,Y
,560,Proud Boys,Atlanta,Georgia,Proud Boys,General Hate,,,2018,Y
,561,Proud Boys,,Hawaii,Proud Boys,General Hate,,Yes,2018,Y
